State,Crop,Season,Rainfall,Area,Production,Yield
Sikkim,Mustard,Rabi,515.2,4380.6,6971.6,1.59
Meghalaya,Wheat,Rabi,667.8,2074.0,11102.7,5.35
Mizoram,Barley,Rabi,573.3,1595.0,5193.4,3.26
Tripura,Wheat,Rabi,752.5,896.0,3885.5,4.34
Goa,Groundnut,Kharif,815.6,677.7,1661.1,2.45
Himachal Pradesh,Mustard,Rabi,571.1,507.6,720.7,1.42
Karnataka,Mustard,Rabi,336.6,158.5,262.8,1.66
Rajasthan,Maize,Kharif,559.6,317.0,1158.6,3.65
Odisha,Mustard,Rabi,323.4,587.0,934.1,1.59
Maharashtra,Cotton,Kharif,500.2,2068.6,5516.7,2.67
Odisha,Barley,Rabi,564.2,4299.7,12947.1,3.01
Gujarat,Cotton,Kharif,861.5,3943.0,11138.3,2.82
Haryana,Groundnut,Kharif,650.5,1879.3,4543.8,2.42
Sikkim,Wheat,Rabi,712.7,2746.0,15416.6,5.61
Manipur,Mustard,Rabi,503.7,816.5,1440.3,1.76
Himachal Pradesh,Cotton,Kharif,712.8,3128.1,8668.9,2.77
Haryana,Maize,Kharif,981.4,4930.3,16364.0,3.32
West Bengal,Cotton,Kharif,727.1,4432.0,14172.7,3.2
Mizoram,Cotton,Kharif,568.1,3196.7,8047.9,2.52
Maharashtra,Sugarcane,Kharif,1305.8,1209.7,106324.7,87.9
Telangana,Groundnut,Kharif,759.1,3249.4,8684.0,2.67
Sikkim,Wheat,Rabi,489.5,3635.4,17680.0,4.86
Himachal Pradesh,Groundnut,Kharif,815.6,1354.9,3109.1,2.29
Tamil Nadu,Mustard,Rabi,464.5,1181.4,2021.2,1.71
Haryana,Wheat,Rabi,758.1,698.9,3105.7,4.44
Mizoram,Potato,Rabi,728.3,2956.1,74040.9,25.05
Rajasthan,Wheat,Rabi,570.5,4506.5,24671.6,5.47
Andhra Pradesh,Soybean,Kharif,884.4,1105.9,2234.3,2.02
Tripura,Wheat,Rabi,677.6,747.2,4411.2,5.9
Kerala,Cotton,Kharif,648.9,3680.7,10668.8,2.9
Jharkhand,Cotton,Kharif,726.2,4032.5,10950.9,2.72
Manipur,Rice,Kharif,1345.9,4676.1,28290.3,6.05
Kerala,Mustard,Rabi,401.7,302.8,516.8,1.71
Karnataka,Potato,Rabi,511.5,2108.4,60665.8,28.77
Himachal Pradesh,Mustard,Rabi,420.2,664.8,1167.1,1.76
Himachal Pradesh,Mustard,Rabi,598.6,2251.1,3028.9,1.35
Haryana,Rice,Kharif,1407.3,4019.5,20089.6,5.0
Gujarat,Sugarcane,Kharif,1661.9,3291.9,272074.8,82.65
Uttarakhand,Soybean,Kharif,783.7,922.6,2221.1,2.41
Uttar Pradesh,Mustard,Rabi,322.0,1639.0,2289.2,1.4
Uttarakhand,Cotton,Kharif,875.0,3469.3,8927.9,2.57
Uttarakhand,Rice,Kharif,1740.5,2981.1,12733.9,4.27
Rajasthan,Mustard,Rabi,428.3,2697.9,4393.5,1.63
Himachal Pradesh,Potato,Rabi,493.1,740.1,19413.4,26.23
Mizoram,Wheat,Rabi,536.5,4789.2,22929.5,4.79
Tamil Nadu,Cotton,Kharif,514.7,231.6,508.3,2.19
Tamil Nadu,Groundnut,Kharif,542.4,3136.0,7059.9,2.25
Chhattisgarh,Maize,Kharif,619.1,1714.0,7090.6,4.14
Uttarakhand,Cotton,Kharif,944.2,2091.0,4773.1,2.28
Andhra Pradesh,Wheat,Rabi,579.8,2236.6,11297.7,5.05
Meghalaya,Sugarcane,Kharif,1348.3,1371.0,117585.3,85.76
Goa,Soybean,Kharif,695.0,4746.4,10506.5,2.21
Manipur,Sugarcane,Kharif,1009.3,4734.7,403128.1,85.14
Uttar Pradesh,Soybean,Kharif,684.7,1031.9,1830.2,1.77
Rajasthan,Sugarcane,Kharif,1545.0,1622.9,142458.1,87.78
Meghalaya,Soybean,Kharif,953.6,3533.6,5850.0,1.66
Chhattisgarh,Mustard,Rabi,440.1,970.3,1917.0,1.98
Mizoram,Soybean,Kharif,741.2,1181.9,2261.7,1.91
Rajasthan,Soybean,Kharif,808.7,461.2,1034.9,2.24
Rajasthan,Wheat,Rabi,738.0,2884.9,16043.3,5.56
Tripura,Sugarcane,Kharif,1526.4,4804.2,478369.9,99.57
Bihar,Wheat,Rabi,460.3,399.6,2006.1,5.02
Sikkim,Potato,Rabi,552.0,1742.1,44375.4,25.47
Uttar Pradesh,Groundnut,Kharif,896.0,3980.9,7395.5,1.86
Madhya Pradesh,Soybean,Kharif,795.8,641.2,1477.8,2.3
Telangana,Soybean,Kharif,923.6,1342.0,2740.3,2.04
Chhattisgarh,Mustard,Rabi,437.9,4340.5,7420.0,1.71
Telangana,Cotton,Kharif,875.2,2963.9,8680.9,2.93
West Bengal,Groundnut,Kharif,543.8,273.8,635.2,2.32
Maharashtra,Sugarcane,Kharif,1096.0,3812.2,378072.4,99.18
Goa,Barley,Rabi,487.4,4221.0,15571.2,3.69
Odisha,Sugarcane,Kharif,1089.4,1876.8,195228.3,104.02
Andhra Pradesh,Mustard,Rabi,336.4,361.5,531.0,1.47
Tripura,Wheat,Rabi,475.9,4827.0,21239.7,4.4
Arunachal Pradesh,Sugarcane,Kharif,893.7,474.3,38240.8,80.62
Karnataka,Sugarcane,Kharif,776.8,4954.6,414281.1,83.62
Meghalaya,Sugarcane,Kharif,858.0,3576.7,304936.0,85.26
Nagaland,Potato,Rabi,727.1,3538.5,101862.1,28.79
Tripura,Cotton,Kharif,763.9,2887.0,8948.9,3.1
Haryana,Groundnut,Kharif,506.9,4013.5,8446.7,2.1
Uttarakhand,Maize,Kharif,579.3,1226.6,4575.9,3.73
Bihar,Mustard,Rabi,440.1,1322.3,2397.9,1.81
Tripura,Barley,Rabi,503.9,1947.3,6152.1,3.16
Telangana,Cotton,Kharif,776.5,879.2,2596.0,2.95
Tamil Nadu,Maize,Kharif,645.3,2312.4,11261.4,4.87
Uttarakhand,Potato,Rabi,522.5,2116.0,56865.1,26.87
Rajasthan,Maize,Kharif,982.3,609.7,2241.3,3.68
Himachal Pradesh,Barley,Rabi,406.4,2872.1,10766.9,3.75
Nagaland,Cotton,Kharif,576.0,375.7,981.7,2.61
Madhya Pradesh,Groundnut,Kharif,811.2,890.8,2010.1,2.26
Uttar Pradesh,Potato,Rabi,728.5,1223.7,35580.3,29.08
Sikkim,Potato,Rabi,720.6,1166.3,31938.2,27.38
Madhya Pradesh,Barley,Rabi,474.6,4314.6,15437.6,3.58
West Bengal,Potato,Rabi,499.8,3979.4,103166.9,25.93
Kerala,Barley,Rabi,505.8,703.5,2243.3,3.19
Jharkhand,Barley,Rabi,493.7,375.4,1359.1,3.62
Andhra Pradesh,Groundnut,Kharif,607.5,2838.3,6154.4,2.17
Manipur,Potato,Rabi,644.1,3006.6,83226.3,27.68
West Bengal,Barley,Rabi,373.4,638.4,2220.2,3.48
Jharkhand,Groundnut,Kharif,552.4,1691.9,3838.5,2.27
Telangana,Soybean,Kharif,737.0,1287.4,3115.4,2.42
Uttar Pradesh,Maize,Kharif,911.3,2819.9,10813.3,3.83
Uttar Pradesh,Cotton,Kharif,726.2,2555.0,7892.9,3.09
Manipur,Barley,Rabi,390.8,2011.6,5921.5,2.94
Mizoram,Maize,Kharif,845.3,1759.8,7094.1,4.03
Sikkim,Sugarcane,Kharif,806.6,199.2,15730.0,78.96
Odisha,Maize,Kharif,719.6,4625.0,22267.2,4.81
Mizoram,Groundnut,Kharif,665.4,4391.5,10376.2,2.36
Uttar Pradesh,Soybean,Kharif,738.6,4667.9,10188.4,2.18
Goa,Soybean,Kharif,668.7,3211.5,5611.9,1.75
Haryana,Maize,Kharif,904.1,986.0,4031.6,4.09
Chhattisgarh,Soybean,Kharif,997.1,4084.0,6953.4,1.7
West Bengal,Rice,Kharif,987.6,3348.8,14720.9,4.4
Himachal Pradesh,Wheat,Rabi,559.7,3442.8,19052.2,5.53
Uttar Pradesh,Sugarcane,Kharif,1576.3,4245.3,409828.7,96.54
Odisha,Rice,Kharif,1355.0,2528.8,14338.0,5.67
Odisha,Cotton,Kharif,898.3,1509.1,3818.4,2.53
Haryana,Wheat,Rabi,580.7,3548.4,20993.0,5.92
Himachal Pradesh,Wheat,Rabi,553.0,4638.3,24754.9,5.34
Chhattisgarh,Barley,Rabi,480.3,1911.5,6349.1,3.32
Telangana,Soybean,Kharif,604.6,2090.0,3737.9,1.79
Nagaland,Rice,Kharif,1319.5,2582.3,15590.9,6.04
Assam,Rice,Kharif,1290.6,4588.6,23502.2,5.12
Jharkhand,Groundnut,Kharif,607.9,263.2,570.8,2.17
Mizoram,Wheat,Rabi,455.9,3307.2,14622.8,4.42
Arunachal Pradesh,Soybean,Kharif,671.8,4731.1,7906.0,1.67
Uttar Pradesh,Sugarcane,Kharif,922.1,2460.3,195186.6,79.34
Chhattisgarh,Wheat,Rabi,782.1,2629.5,11052.1,4.2
Jharkhand,Cotton,Kharif,602.8,3394.1,8876.8,2.62
Himachal Pradesh,Potato,Rabi,407.0,945.7,22689.8,23.99
Rajasthan,Soybean,Kharif,986.2,4552.1,7168.6,1.57
Tamil Nadu,Potato,Rabi,554.4,2692.7,84916.3,31.54
Madhya Pradesh,Wheat,Rabi,543.1,843.2,4458.2,5.29
Manipur,Potato,Rabi,683.3,4838.4,143260.2,29.61
Uttarakhand,Cotton,Kharif,864.3,3382.8,9572.9,2.83
Goa,Barley,Rabi,373.5,1420.2,5126.5,3.61
Uttarakhand,Rice,Kharif,1437.3,3605.7,18766.0,5.2
Himachal Pradesh,Mustard,Rabi,460.2,1178.0,2332.5,1.98
Chhattisgarh,Cotton,Kharif,535.5,4382.2,11002.1,2.51
Rajasthan,Mustard,Rabi,338.5,1795.9,2415.2,1.34
Karnataka,Soybean,Kharif,753.6,2560.6,5667.4,2.21
Chhattisgarh,Potato,Rabi,768.2,833.7,22080.2,26.49
Chhattisgarh,Maize,Kharif,794.1,1731.2,7446.1,4.3
Gujarat,Mustard,Rabi,444.4,1778.1,2874.7,1.62
Haryana,Groundnut,Kharif,614.0,4096.5,9665.1,2.36
Bihar,Groundnut,Kharif,532.9,1924.9,4025.5,2.09
Odisha,Soybean,Kharif,615.7,1973.1,3161.0,1.6
Meghalaya,Wheat,Rabi,502.5,1622.5,8078.8,4.98
Tripura,Rice,Kharif,1758.2,3398.3,16183.1,4.76
Haryana,Potato,Rabi,754.6,2193.2,56405.2,25.72
Madhya Pradesh,Cotton,Kharif,684.5,1818.7,5674.1,3.12
Kerala,Wheat,Rabi,490.8,2503.0,13749.9,5.49
Assam,Groundnut,Kharif,718.8,4630.5,11225.2,2.42
Sikkim,Rice,Kharif,1000.4,2771.4,12436.7,4.49
Kerala,Soybean,Kharif,775.6,631.6,1459.6,2.31
Uttarakhand,Potato,Rabi,700.1,2105.8,60599.5,28.78
Jharkhand,Groundnut,Kharif,653.1,4087.4,10224.8,2.5
Sikkim,Groundnut,Kharif,596.9,2684.4,6195.0,2.31
Nagaland,Barley,Rabi,457.1,737.0,2344.8,3.18
Jharkhand,Sugarcane,Kharif,1709.2,112.5,9974.1,88.65
West Bengal,Soybean,Kharif,677.3,611.2,1295.4,2.12
Jharkhand,Soybean,Kharif,662.2,858.6,1732.3,2.02
Karnataka,Sugarcane,Kharif,1635.6,2574.3,197686.4,76.79
Sikkim,Groundnut,Kharif,766.7,898.3,2402.7,2.67
Himachal Pradesh,Groundnut,Kharif,517.3,1961.6,3818.9,1.95
Bihar,Sugarcane,Kharif,1418.7,4938.5,451061.7,91.34
Tripura,Sugarcane,Kharif,1551.5,3640.5,328429.5,90.22
Sikkim,Maize,Kharif,707.5,1020.6,4122.6,4.04
Jharkhand,Groundnut,Kharif,855.5,2127.9,4604.3,2.16
Kerala,Cotton,Kharif,628.6,3517.2,9662.3,2.75
Karnataka,Cotton,Kharif,627.4,1354.2,3934.2,2.91
Assam,Maize,Kharif,741.7,2876.6,13672.7,4.75
Odisha,Barley,Rabi,368.5,207.7,652.2,3.14
Punjab,Cotton,Kharif,894.4,3605.8,9157.3,2.54
Tamil Nadu,Sugarcane,Kharif,1224.1,3021.3,296562.5,98.16
Sikkim,Cotton,Kharif,679.3,4711.0,12623.0,2.68
Arunachal Pradesh,Mustard,Rabi,453.4,129.1,234.4,1.82
Himachal Pradesh,Cotton,Kharif,512.4,872.8,2149.4,2.46
Uttarakhand,Wheat,Rabi,765.3,1807.9,9188.4,5.08
Karnataka,Rice,Kharif,1532.1,2536.6,14751.3,5.82
Arunachal Pradesh,Wheat,Rabi,713.4,4165.0,19892.2,4.78
Bihar,Cotton,Kharif,859.4,4211.2,10938.9,2.6
Karnataka,Rice,Kharif,1545.8,3932.1,18606.3,4.73
Meghalaya,Maize,Kharif,891.3,3368.3,14527.3,4.31
Andhra Pradesh,Barley,Rabi,316.7,2926.3,8257.1,2.82
Sikkim,Maize,Kharif,538.1,2458.1,10348.0,4.21
Manipur,Wheat,Rabi,770.7,4642.6,24420.2,5.26
Gujarat,Cotton,Kharif,616.2,1933.6,4865.8,2.52
Uttar Pradesh,Sugarcane,Kharif,1583.3,4017.6,351704.2,87.54
Kerala,Soybean,Kharif,750.9,2357.7,5301.6,2.25
Mizoram,Sugarcane,Kharif,901.8,1083.3,103368.6,95.42
Manipur,Wheat,Rabi,600.2,1926.5,11655.3,6.05
Karnataka,Potato,Rabi,595.7,1289.7,36049.1,27.95
Arunachal Pradesh,Maize,Kharif,752.9,1155.7,4816.1,4.17
West Bengal,Wheat,Rabi,687.9,1907.1,10389.0,5.45
Uttarakhand,Cotton,Kharif,855.2,2061.5,5394.9,2.62
Assam,Groundnut,Kharif,781.4,1880.3,4143.3,2.2
Maharashtra,Soybean,Kharif,745.1,4849.3,10584.6,2.18
Jharkhand,Potato,Rabi,534.4,802.8,21575.0,26.88
Gujarat,Groundnut,Kharif,518.2,4157.7,9759.0,2.35
Bihar,Barley,Rabi,590.2,4756.6,13533.2,2.85
Odisha,Mustard,Rabi,321.2,1927.4,3054.1,1.58
Himachal Pradesh,Barley,Rabi,303.7,405.0,1101.3,2.72
Assam,Rice,Kharif,1085.8,2603.9,13202.2,5.07
Rajasthan,Mustard,Rabi,336.5,432.0,710.2,1.64
Uttar Pradesh,Cotton,Kharif,949.4,3018.9,8156.9,2.7
West Bengal,Sugarcane,Kharif,922.5,3730.0,319831.5,85.75
Rajasthan,Sugarcane,Kharif,777.9,792.4,64551.4,81.46
Haryana,Rice,Kharif,1238.4,183.9,1089.1,5.92
Telangana,Rice,Kharif,1648.7,596.5,2838.3,4.76
Tripura,Soybean,Kharif,952.1,2024.7,4400.7,2.17
Mizoram,Mustard,Rabi,543.9,3384.6,5325.1,1.57
Meghalaya,Wheat,Rabi,632.4,547.7,3026.0,5.52
Uttar Pradesh,Rice,Kharif,1128.8,2995.9,15790.8,5.27
Assam,Sugarcane,Kharif,1012.0,4372.0,421556.4,96.42
Gujarat,Potato,Rabi,644.5,437.0,13302.0,30.44
Mizoram,Groundnut,Kharif,874.2,1499.2,3488.6,2.33
Haryana,Wheat,Rabi,792.4,492.3,2150.7,4.37
Telangana,Groundnut,Kharif,728.4,4524.3,9963.0,2.2
Uttarakhand,Potato,Rabi,595.3,4130.7,123170.5,29.82
Meghalaya,Potato,Rabi,755.8,4497.7,117777.8,26.19
Nagaland,Mustard,Rabi,350.1,902.7,1306.5,1.45
Tamil Nadu,Wheat,Rabi,581.3,1053.2,5651.7,5.37
Arunachal Pradesh,Sugarcane,Kharif,1387.1,4745.0,406615.9,85.69
Jharkhand,Barley,Rabi,530.2,4118.3,13955.9,3.39
Maharashtra,Barley,Rabi,588.9,3601.5,10747.2,2.98
Kerala,Rice,Kharif,1669.0,3141.5,15426.8,4.91
Tamil Nadu,Sugarcane,Kharif,1368.7,4153.7,421681.4,101.52
Kerala,Mustard,Rabi,367.3,2989.7,5271.9,1.76
Odisha,Sugarcane,Kharif,766.9,295.6,23903.6,80.85
Himachal Pradesh,Groundnut,Kharif,638.7,4320.9,10271.8,2.38
Punjab,Potato,Rabi,485.3,950.0,27037.0,28.46
Madhya Pradesh,Wheat,Rabi,666.7,4398.7,22954.4,5.22
Punjab,Wheat,Rabi,461.3,4792.9,19827.7,4.14
Meghalaya,Cotton,Kharif,606.3,2735.4,7837.6,2.87
Goa,Rice,Kharif,1304.4,1967.6,11772.6,5.98
Himachal Pradesh,Potato,Rabi,686.1,4005.2,129860.2,32.42
Andhra Pradesh,Groundnut,Kharif,546.3,3696.6,7624.3,2.06
Sikkim,Soybean,Kharif,719.1,206.8,425.1,2.06
Sikkim,Rice,Kharif,1185.4,1691.9,9894.8,5.85
Uttar Pradesh,Groundnut,Kharif,677.9,4255.9,10471.8,2.46
Manipur,Rice,Kharif,1649.5,2663.5,12062.0,4.53
Uttarakhand,Sugarcane,Kharif,927.5,987.9,96529.3,97.71
Andhra Pradesh,Soybean,Kharif,700.4,4658.5,8811.7,1.89
West Bengal,Barley,Rabi,447.3,2876.3,10009.3,3.48
Madhya Pradesh,Barley,Rabi,597.0,2241.7,6390.5,2.85
Kerala,Potato,Rabi,725.0,2775.8,77014.1,27.74
Maharashtra,Soybean,Kharif,940.0,1675.8,3312.6,1.98
Punjab,Sugarcane,Kharif,1603.4,1591.1,144364.9,90.73
Andhra Pradesh,Barley,Rabi,583.5,3372.0,10322.5,3.06
Bihar,Rice,Kharif,1376.3,539.2,3262.2,6.05
Meghalaya,Maize,Kharif,981.1,1736.6,5990.8,3.45
Arunachal Pradesh,Rice,Kharif,934.8,1500.6,6376.3,4.25
Meghalaya,Cotton,Kharif,807.6,130.3,379.0,2.91
Telangana,Wheat,Rabi,765.7,2051.9,9927.9,4.84
Jharkhand,Potato,Rabi,617.5,932.1,26496.2,28.43
Andhra Pradesh,Cotton,Kharif,742.2,822.2,2419.9,2.94
Karnataka,Cotton,Kharif,781.8,1934.7,6183.4,3.2
Meghalaya,Sugarcane,Kharif,1747.3,3524.6,295427.1,83.82
Rajasthan,Sugarcane,Kharif,1613.0,4666.2,449338.7,96.3
West Bengal,Sugarcane,Kharif,1034.7,277.7,22327.7,80.39
Sikkim,Maize,Kharif,727.9,1736.7,8596.5,4.95
Sikkim,Groundnut,Kharif,527.9,293.9,609.3,2.07
Nagaland,Barley,Rabi,345.8,3893.9,10573.7,2.72
Gujarat,Potato,Rabi,495.4,1021.4,26023.9,25.48
Madhya Pradesh,Wheat,Rabi,598.9,4879.0,25866.0,5.3
Uttar Pradesh,Soybean,Kharif,784.6,1189.4,2523.8,2.12
Assam,Mustard,Rabi,359.0,439.8,672.7,1.53
Mizoram,Cotton,Kharif,728.6,2084.5,5407.9,2.59
Goa,Potato,Rabi,410.4,898.1,24471.2,27.25
Madhya Pradesh,Maize,Kharif,978.8,3129.2,11399.4,3.64
Andhra Pradesh,Cotton,Kharif,725.0,181.5,481.2,2.65
Tamil Nadu,Maize,Kharif,619.2,4374.9,16087.2,3.68
Uttar Pradesh,Maize,Kharif,677.4,3022.3,12064.5,3.99
Maharashtra,Sugarcane,Kharif,850.1,4010.8,353582.8,88.16
Manipur,Wheat,Rabi,481.9,3829.9,19148.6,5.0
Odisha,Maize,Kharif,584.3,3653.2,13724.3,3.76
Nagaland,Wheat,Rabi,634.1,2061.4,10557.7,5.12
Assam,Wheat,Rabi,539.1,2508.4,13509.1,5.39
Tripura,Wheat,Rabi,531.5,2583.7,13043.5,5.05
Karnataka,Sugarcane,Kharif,725.4,4068.4,365342.2,89.8
Nagaland,Rice,Kharif,1652.5,4037.7,20630.3,5.11
Assam,Groundnut,Kharif,525.9,4947.6,10235.8,2.07
Meghalaya,Mustard,Rabi,556.9,2102.5,3214.7,1.53
Uttarakhand,Groundnut,Kharif,548.4,1960.3,3871.3,1.97
Telangana,Barley,Rabi,417.5,3157.1,11694.6,3.7
Uttarakhand,Groundnut,Kharif,787.5,2289.2,5223.9,2.28
Jharkhand,Wheat,Rabi,535.2,4387.8,25847.4,5.89
Jharkhand,Rice,Kharif,1015.4,2438.2,11778.6,4.83
West Bengal,Potato,Rabi,435.9,3017.7,86202.7,28.57
Kerala,Groundnut,Kharif,665.4,2762.9,6693.2,2.42
Nagaland,Groundnut,Kharif,859.1,2570.3,5296.3,2.06
Haryana,Groundnut,Kharif,720.0,3952.2,9329.8,2.36
Nagaland,Mustard,Rabi,519.9,3982.5,7103.4,1.78
Mizoram,Wheat,Rabi,605.5,2254.9,13131.8,5.82
Himachal Pradesh,Maize,Kharif,817.0,3313.6,13533.2,4.08
Meghalaya,Maize,Kharif,634.0,1471.7,6259.7,4.25
Meghalaya,Rice,Kharif,938.5,784.9,3607.7,4.6
Assam,Wheat,Rabi,506.6,3689.9,16131.7,4.37
Andhra Pradesh,Potato,Rabi,529.8,4094.4,102604.7,25.06
Rajasthan,Soybean,Kharif,792.0,1286.6,3113.7,2.42
West Bengal,Groundnut,Kharif,802.0,3882.3,7950.8,2.05
Punjab,Wheat,Rabi,516.5,1732.1,9175.5,5.3
Uttarakhand,Wheat,Rabi,757.5,1960.0,10165.0,5.19
Odisha,Mustard,Rabi,348.3,3549.5,6313.4,1.78
Tamil Nadu,Wheat,Rabi,473.0,1530.4,7687.1,5.02
Assam,Barley,Rabi,333.1,1294.7,4008.2,3.1
Chhattisgarh,Potato,Rabi,555.1,2290.2,68410.4,29.87
Telangana,Cotton,Kharif,568.7,4370.6,9955.4,2.28
Haryana,Rice,Kharif,1185.7,444.6,2393.5,5.38
Odisha,Groundnut,Kharif,718.7,4326.6,10028.8,2.32
Uttarakhand,Cotton,Kharif,903.1,4137.0,12553.0,3.03
Kerala,Barley,Rabi,444.4,3926.0,13089.2,3.33
Meghalaya,Cotton,Kharif,725.6,4000.6,11021.5,2.75
Haryana,Potato,Rabi,774.7,4951.7,120511.9,24.34
Maharashtra,Potato,Rabi,458.3,2377.1,59116.5,24.87
Haryana,Groundnut,Kharif,668.7,4929.0,10881.3,2.21
Manipur,Soybean,Kharif,911.4,1778.4,3205.3,1.8
Haryana,Maize,Kharif,655.6,1728.7,7584.6,4.39
Sikkim,Maize,Kharif,946.1,2678.1,10836.6,4.05
Himachal Pradesh,Barley,Rabi,579.5,139.0,429.6,3.09
Tamil Nadu,Cotton,Kharif,632.9,2449.3,7393.7,3.02
Madhya Pradesh,Rice,Kharif,1146.6,476.0,2719.3,5.71
Gujarat,Groundnut,Kharif,772.7,4277.9,10111.9,2.36
Maharashtra,Mustard,Rabi,420.2,2771.5,4497.8,1.62
Rajasthan,Wheat,Rabi,592.4,335.3,1866.3,5.57
Punjab,Wheat,Rabi,693.3,1032.1,5753.7,5.57
Karnataka,Wheat,Rabi,784.4,1252.2,6390.2,5.1
Mizoram,Rice,Kharif,1478.9,2515.8,13543.2,5.38
Manipur,Rice,Kharif,1756.9,740.9,3282.4,4.43
Sikkim,Soybean,Kharif,885.6,2521.1,5437.0,2.16
Andhra Pradesh,Sugarcane,Kharif,1105.5,2308.3,217115.8,94.06
Rajasthan,Cotton,Kharif,885.3,4163.7,10471.9,2.52
Sikkim,Maize,Kharif,763.9,4405.3,20263.3,4.6
West Bengal,Barley,Rabi,542.2,4533.2,15143.9,3.34
Telangana,Cotton,Kharif,526.6,3666.7,9025.8,2.46
Andhra Pradesh,Mustard,Rabi,370.6,4280.2,7719.6,1.8
Manipur,Sugarcane,Kharif,991.9,3243.3,296359.6,91.38
Madhya Pradesh,Rice,Kharif,1615.3,878.3,4255.3,4.84
Gujarat,Rice,Kharif,1537.1,3325.2,15937.5,4.79
Mizoram,Wheat,Rabi,724.8,3715.3,18270.8,4.92
Andhra Pradesh,Groundnut,Kharif,894.5,3699.1,7174.0,1.94
Tripura,Potato,Rabi,686.1,2173.9,62512.1,28.76
Maharashtra,Potato,Rabi,643.6,4644.2,148540.9,31.98
Goa,Groundnut,Kharif,605.5,4763.5,11766.1,2.47
Tamil Nadu,Cotton,Kharif,722.5,1721.7,5022.8,2.92
Rajasthan,Groundnut,Kharif,552.1,544.8,1144.7,2.1
Jharkhand,Wheat,Rabi,521.8,1870.6,9552.9,5.11
Arunachal Pradesh,Rice,Kharif,970.6,1803.1,8752.3,4.85
Gujarat,Sugarcane,Kharif,1010.2,2906.6,279000.5,95.99
Tripura,Soybean,Kharif,967.6,4579.7,7370.3,1.61
Assam,Maize,Kharif,724.0,2692.9,13329.9,4.95
Madhya Pradesh,Barley,Rabi,470.8,3585.0,10733.5,2.99
Rajasthan,Rice,Kharif,1689.3,1152.6,5548.0,4.81
Karnataka,Maize,Kharif,753.5,3557.7,17146.2,4.82
Manipur,Wheat,Rabi,784.2,995.2,5057.6,5.08
Madhya Pradesh,Potato,Rabi,423.9,4402.8,104837.4,23.81
Goa,Cotton,Kharif,783.9,2376.4,7842.2,3.3
Haryana,Potato,Rabi,444.8,3895.3,101122.1,25.96
Uttarakhand,Mustard,Rabi,345.8,1063.3,1663.0,1.56
Gujarat,Barley,Rabi,551.5,2231.4,7014.0,3.14
Bihar,Maize,Kharif,886.9,770.9,3490.5,4.53
West Bengal,Potato,Rabi,574.3,1767.4,47894.5,27.1
Rajasthan,Soybean,Kharif,657.7,3034.9,5808.6,1.91
Assam,Potato,Rabi,591.8,2220.3,72281.4,32.56
Sikkim,Mustard,Rabi,435.4,213.1,360.3,1.69
Goa,Rice,Kharif,1713.1,3662.0,18506.2,5.05
Mizoram,Mustard,Rabi,381.0,2469.5,4126.1,1.67
Uttarakhand,Barley,Rabi,411.3,156.3,541.0,3.46
Bihar,Wheat,Rabi,709.0,3922.4,22154.9,5.65
Haryana,Soybean,Kharif,980.6,4586.5,7837.7,1.71
Madhya Pradesh,Sugarcane,Kharif,813.0,2823.4,230993.1,81.81
Telangana,Soybean,Kharif,605.3,3739.8,6323.1,1.69
Uttarakhand,Rice,Kharif,1215.4,3653.2,22101.6,6.05
Haryana,Cotton,Kharif,611.3,4276.4,11885.3,2.78
Goa,Sugarcane,Kharif,1768.2,2971.4,219943.9,74.02
Uttarakhand,Wheat,Rabi,539.3,961.3,5015.7,5.22
Arunachal Pradesh,Soybean,Kharif,649.3,786.0,1521.8,1.94
Madhya Pradesh,Rice,Kharif,1504.3,4549.6,27130.6,5.96
Mizoram,Mustard,Rabi,592.2,4095.5,6124.9,1.5
Himachal Pradesh,Rice,Kharif,1362.2,2802.9,15786.2,5.63
Tamil Nadu,Maize,Kharif,898.1,3742.1,13764.8,3.68
West Bengal,Mustard,Rabi,308.6,2210.7,3363.1,1.52
Meghalaya,Groundnut,Kharif,722.3,2016.1,4711.5,2.34
Maharashtra,Wheat,Rabi,798.9,137.6,639.2,4.65
Karnataka,Cotton,Kharif,813.1,2395.7,7486.3,3.12
Gujarat,Potato,Rabi,769.1,2744.1,67628.2,24.65
Maharashtra,Barley,Rabi,422.0,3981.9,13721.6,3.45
Punjab,Wheat,Rabi,478.6,2619.5,11563.1,4.41
Chhattisgarh,Groundnut,Kharif,883.0,2935.0,6788.9,2.31
Jharkhand,Barley,Rabi,306.3,3929.1,9911.5,2.52
Maharashtra,Mustard,Rabi,536.9,3899.8,7181.4,1.84
Tamil Nadu,Barley,Rabi,406.3,4712.3,16802.7,3.57
Gujarat,Wheat,Rabi,501.9,379.3,1833.2,4.83
West Bengal,Mustard,Rabi,306.3,4662.7,6705.3,1.44
Sikkim,Barley,Rabi,428.5,190.9,658.0,3.45
Madhya Pradesh,Cotton,Kharif,960.4,1133.7,2569.1,2.27
Himachal Pradesh,Wheat,Rabi,733.1,3328.0,15857.5,4.76
Odisha,Barley,Rabi,534.6,339.7,1029.7,3.03
Manipur,Rice,Kharif,1668.3,736.5,4068.5,5.52
Haryana,Maize,Kharif,893.5,2384.3,10442.6,4.38
Telangana,Sugarcane,Kharif,815.1,3611.9,324910.5,89.96
Tamil Nadu,Rice,Kharif,1792.0,4829.2,19791.7,4.1
